# id:13-26--13-1 
-0.74,0.25,1
0.09,-0.19,-1
0.62,0.87,1
0.35,0.11,1
0.45,0.16,1
0,0.97,1
-0.67,0.7,-1
0.98,-0.83,1
-0.17,-0.57,-1
-0.62,-0.09,1
-0.12,0.35,1
-0.2,0.8,-1
-0.39,0.87,1
0.99,-0.81,-1
-0.29,-0.96,1
-0.29,0.63,1
-0.61,-0.14,1
-0.31,-0.19,1
0.38,-0.74,1
-0.92,0.13,1
0.76,-0.69,-1
-0.64,0.53,1
0.1,-0.71,1
-0.91,-0.47,1
-0.47,0.45,-1
-0.75,-0.72,1
-0.47,0.85,-1
-0.37,0.56,1
-0.45,-0.72,1
-0.44,0.73,-1
-0.6,-0.08,1
-0.75,1,-1
0.25,-0.1,1
0.46,0.99,1
0.91,-0.26,1
0.59,0.56,1
0.1,0.32,1
-0.39,0.16,1
0.99,-0.79,-1
0.73,-0.51,1
0.5,-0.65,1
-0.96,-0.56,1
0.98,0.25,1
0.7,-0.78,1
0.25,0.34,1
-0.31,-0.2,-1
-0.75,-0.53,1
-0.51,0.19,1
-0.18,0.46,1
-0.47,-0.59,1
-0.8,-0.96,1
-0.81,-0.6,1
0.37,-0.21,1
0.28,0.96,-1
-0.47,0.14,1
0.94,-0.11,1
0.4,0.38,1
-0.46,-0.15,1
-0.57,-0.55,1
-0.58,0.76,1
-0.67,0.24,1
-0.47,0.98,-1
-0.44,-0.05,-1
-0.19,-0.03,1
0.56,0.1,1
0.72,0.67,1
-0.72,0.28,1
0.27,0.66,1
0.29,-0.78,1
-0.04,0.17,-1
-0.01,-0.63,1
-0.32,0.21,-1
0.53,-0.4,-1
-0.99,-0.33,1
0.71,0.08,-1
-0.33,-0.44,-1
-0.4,-0.58,-1
-0.38,0.47,-1
0.86,-0.95,-1
-0.11,-0.81,1
-0.59,0.37,-1
0.89,-0.76,-1
-0.83,0.03,1
-0.06,0.05,1
0.74,-0.58,1
-0.72,0.09,1
-0.34,-0.36,-1
0.7,0.44,1
0.54,0.13,1
0.06,-0.3,-1
0.71,0.63,1
-0.9,0.59,1
-0.86,0.12,1
0.68,-0.85,1
-0.75,0.22,1
-0.36,0.82,-1
-0.3,0.98,-1
0.15,-0.05,1
-0.16,-0.87,-1
0.92,-0.28,1
0.11,-0.25,1
0.26,-0.41,1
0.94,-0.58,-1
-0.15,0.81,1
0.18,0.1,-1
0.62,-0.63,1
-0.46,0.36,1
-0.07,-0.8,1
0.42,-0.46,1
0.09,0.76,1
-0.08,0.86,1
-0.55,0.63,-1
-0.02,-0.72,1
0.75,-0.96,-1
0.24,0.44,1
0.7,0.96,1
-0.25,-0.07,1
-0.31,-0.12,1
0.3,0.6,-1
-0.19,-0.96,-1
0.28,-0.28,-1
0.63,-0.51,1
0.91,0.52,1
-0.06,-0.94,1
-0.62,0.36,1
-0.51,-0.18,1
0.19,0.21,1
0.76,-0.62,1
-0.21,0.63,1
0.44,0.42,1
0.92,-0.13,1
0.24,-0.53,1
-0.22,0.94,1
0.73,0.86,1
0.27,0.27,1
-0.66,-0.51,1
-0.45,-0.4,1
-0.25,-0.79,-1
-0.81,0.17,-1
0.5,0.42,-1
0.49,0.76,1
0.73,-0.47,1
-0.69,-0.34,1
0.72,-0.94,1
-0.64,-0.18,1
0.25,-0.96,1
-0.3,-0.03,1
-0.56,0.95,1
-0.16,0.4,-1
-0.88,0.62,-1
0.64,-0.56,1
-0.3,-0.09,-1
0.08,-0.69,-1
0.84,-0.77,1
-0.05,0.75,1
0.66,0.45,-1
-0.68,-0.15,1
0.74,-0.51,1
0.68,0.65,1
0.1,-0.57,-1
0.11,0.49,1
-0.55,-0.04,1
0.13,0.48,-1
-0.01,0.16,1
-0.46,0.99,-1
0.05,0.65,-1
-0.94,0.33,1
0.98,-0.13,1
0.05,-0.94,-1
-0.43,0.97,1
-0.66,-0.41,1
0.55,0.93,1
-0.34,0.65,-1
0.64,0.16,1
-0.21,0.41,-1
0.92,0.78,-1
0.83,0.88,1
-0.62,-0.35,1
0.94,-0.25,1
0.33,0.44,1
-0.78,0,-1
-0.09,0.9,1
0.14,0.34,1
0.25,-0.95,1
0.16,0.32,1
0.25,0.49,-1
0.36,-0.54,-1
0.06,0.04,-1
0.34,-0.87,1
-0.62,0.62,1
0.15,0.76,1
0.63,-0.86,-1
-0.55,0.21,1
0.01,-0.25,1
-0.54,-0.13,1
0.36,-0.7,-1
0.36,0.17,1
0.88,0.29,-1
0.43,0.18,-1
-0.41,0.72,1
-0.73,-0.94,1
0.27,0.79,-1
-0.9,-0.99,1
0.35,0.68,1
0.36,-0.28,1
-0.96,0.99,1
0.77,0.13,1
0.05,0.31,1
0.95,0.32,1
0.79,-0.42,-1
-0.1,0.35,1
0.92,-0.98,-1
0.93,-0.59,1
0.58,-0.9,1
0.41,-0.44,1
-0.13,0.32,-1
-0.05,0.26,1
0.61,0.63,1
-0.84,-0.69,1
0.02,1,1
0.23,0.41,1
-0.51,-0.93,1
-0.13,-0.84,-1
0.66,-0.13,1
-0.44,-0.8,-1
0.46,0.55,1
0.17,-0.07,-1
0.42,0.78,-1
0.96,0.74,-1
0.18,-0.18,1
-0.01,0.71,-1
-0.98,-0.9,1
-0.49,0.79,-1
-0.8,0.62,1
-0.7,-0.03,1
0.18,-0.46,-1
1,0.25,1
-0.68,-0.92,1
1,-0.44,1
-0.6,-0.55,1
0.29,-0.05,-1
-0.89,0.9,1
0.89,0.79,1
-0.29,-0.96,-1
-0.07,-0.94,1
-0.88,0.58,-1
0.12,-0.43,1
-0.18,0.46,1
-0.3,1,1
-0.47,-0.58,-1
0.72,-0.59,1
-0.65,0.26,1
-0.11,-0.38,1
-0.59,0.73,-1
0.97,-0.3,1
0.03,0.12,-1
0.67,0.44,1
-0.41,-0.96,1
0.17,0.93,-1
-0.71,-0.9,1
0.33,0.62,1
0.02,0.4,1
0.52,0.65,-1
0.43,-0.96,1
-0.38,-0.65,1
0.43,0.03,1
-0.84,-0.52,1
-0.43,0.11,1
-0.75,0.11,1
0.84,0.22,1
0.84,0.81,1
0.34,0.08,1
-0.39,0.09,1
0.09,-0.88,-1
-0.12,-0.19,1
0.8,0.33,1
0.29,-0.93,-1
0.52,-0.89,1
0.14,-0.55,1
-0.09,-0.75,1
-0.58,-0.49,1
-0.23,-0.29,-1
0.04,-0.23,-1
0.36,-0.58,1
0.67,-0.23,1
-0.18,0.33,-1
-0.93,0.44,-1
0.2,0.9,1
-0.26,0.8,-1
-0.52,0.55,-1
-0.43,-0.47,1
0.62,0.82,1
0.43,-0.31,-1
0.49,-0.49,-1
0.07,0.14,-1
-0.12,-0.67,1
-0.41,0.01,-1
-0.02,-0.97,1
0.49,-0.29,-1
-0.6,0.07,-1
-0.04,0.2,-1
0.23,-0.24,1
-0.46,0.37,1
-0.98,-0.12,1
-0.64,0.47,-1
-0.89,-0.73,1
0.18,0.22,-1
0.86,-0.1,1
-0.38,0.39,1
-0.64,0.09,-1
-0.84,-0.35,1
0.17,-0.24,1
0.45,0.15,1
-0.98,0.7,1
0.68,-0.87,1
0.62,-0.84,-1
0.11,0.96,1
0.77,0.69,1
-0.13,0.11,-1
0.04,0.17,-1
-0.37,0.21,-1
-0.08,0.76,1
0.97,0.59,-1
0.09,0.7,1
-0.3,-0.04,-1
0.76,0,1
0.75,-0.3,1
0.31,0.01,-1
-0.52,-0.02,1
-0.59,-0.34,1
0.86,0.64,1
0.51,0.26,1
0.94,-0.89,1
-0.77,-0.25,1
-0.24,0.44,-1
-0.15,-0.74,1
-0.29,0.9,-1
0.18,-0.36,-1
0.6,-0.43,1
-0.45,-0.52,1
0.55,0.35,-1
-0.19,-0.88,1
0.42,0.32,1
-0.34,-0.28,-1
0.75,-0.86,1
0.5,0.88,1
-0.36,0,-1
-0.74,0.12,1
0.4,0.68,1
-0.31,0.35,1
0.76,0.61,1
0.38,0.15,1
-0.2,-0.69,1
0.47,-0.15,1
0.36,0.65,1
0.41,0.31,-1
0.04,-0.86,-1
0.29,-0.07,-1
0.83,0.86,1
-0.35,0.91,-1
-0.35,0.72,1
0.74,0.9,1
-0.49,-0.91,1
-0.27,0.43,1
0.95,0.77,1
-0.02,-0.83,1
-0.05,0.5,-1
0.87,-0.47,1
0.43,-0.28,-1
-0.29,0.01,1
0.97,-0.64,-1
-0.81,-0.92,1
-0.73,-0.76,-1
0.48,0.22,1
-0.61,-0.64,-1
0.27,0.29,-1
0.34,0.25,-1
0.63,0.81,1
-0.81,0.7,1
0.05,-0.74,-1
0.93,0.55,1
-0.19,0.3,1
-0.98,-0.52,-1
-0.9,-0.01,1
-0.27,0.04,1
0.32,0.2,-1
-0.13,1,1
-0.21,0.61,1
0.23,0.12,1
0.91,0.57,-1
0.68,-0.38,-1
-0.6,-0.71,-1
-0.85,-0.68,1
0.12,0.79,1
-0.59,-0.47,1
0.48,0,-1
0.43,-0.24,1
0.09,0.68,-1
0.59,0.67,1
0.8,-0.61,1
-0.14,0.57,1
-0.7,0.84,1
0.88,0.26,-1
-0.86,-0.1,1
0.94,-0.11,1
-0.5,-1,1
0.31,-0.63,1
-0.71,-0.65,-1
-0.94,0.8,-1
-0.22,-0.11,1
-0.46,-0.17,1
-0.56,0.1,1
0.26,0.28,1
-0.65,-0.08,-1
-0.3,-0.29,1
0.34,0.68,-1
0.03,-0.07,-1
0.83,-0.99,1
0.76,-0.32,-1
-0.06,0.63,1
0.78,-0.9,1
-0.95,-0.59,1
0.28,0.75,-1
-0.72,-0.29,1
0.26,0.31,-1
0.95,-0.84,1
0.48,-0.03,-1
-0.13,-0.94,-1
0.14,0.99,1
0.51,-0.04,1
-0.64,0.03,1
0.6,-0.68,1
0.52,-0.53,1
0.03,-0.93,-1
-0.27,0.35,1
-0.46,0.86,1
0.31,-0.38,1
0.8,0.03,1
-0.92,0.63,1
0.01,-0.41,1
0.46,-0.81,-1
-0.9,0.87,-1
0.71,0.97,1
0.45,0.15,1
-0.09,0.8,1
-0.22,-0.45,-1
0.53,0.54,-1
0.83,-0.97,1
0.41,0.01,-1
-0.53,-0.37,-1
-0.59,-0.71,-1
-0.98,-0.95,1
0.76,0.33,-1
-0.34,-0.9,-1
0.31,0.96,1
-0.53,0.84,-1
0.37,0.39,-1
-0.51,-0.08,1
-1,0.08,1
-0.12,-0.1,-1
-0.25,-0.67,-1
0.88,-0.17,-1
0.08,0.11,1
-0.9,-0.39,1
0.92,0.34,-1
0.38,0.4,1
-0.95,0,1
-0.44,-0.95,1
0.9,-0.45,1
0.44,0.17,1
-0.91,-0.85,-1
0.46,0.4,1
-0.87,0.96,-1
0.46,-0.22,1
0.56,0.71,1
0.13,-0.79,1
0,0.45,1
-0.01,0.9,1
-0.15,0.51,1
-0.56,0.64,1
0.8,-0.22,-1
-0.72,-0.55,1
-0.78,0.4,-1
0.56,-0.46,1
-0.25,-0.76,-1
0.12,-1,1
-0.92,0.86,-1
-0.05,0.33,1
0.36,0.47,-1
-0.59,0.72,1
-0.24,0.77,-1
0.72,-0.62,-1
-0.41,0.25,1
-0.26,0.4,1
0.76,0.43,1
-0.25,-0.44,1
-0.26,0.82,-1
-0.14,0.8,1
0.4,0.74,1
0.37,-0.29,-1
-0.73,-0.61,1
-0.34,-0.53,1
0.98,0.34,1
0.57,0.69,1
0.39,-0.08,1
0.13,-0.44,-1
0.86,-0.19,-1
-0.62,0.31,-1
-0.92,-0.96,-1
0.53,0.39,-1
-0.96,0.24,-1
0.69,0.34,-1
0.49,-0.77,1
-0.89,0.8,1
0.46,0.78,1
-0.03,-0.63,1
-0.38,-0.58,1
-0.81,0.69,1
-0.48,0.41,-1
0.55,0.17,1
0.71,0.71,-1
-0.72,-0.58,-1
-0.95,0.18,-1
0.91,0.97,1
-0.21,0.8,1
0.01,-0.31,1
0.66,-0.42,1
0.39,0.89,1
0.06,-0.13,-1
0.35,0.58,1
0.23,0.81,-1
-0.31,-0.91,1
0.38,0.47,1
0.17,0.34,-1
0.22,-0.71,1
-0.84,0.5,1
-0.72,0.76,1
-0.68,0.56,-1
-0.02,0.29,-1
0.4,0.17,-1
0.79,-0.26,1
0.5,0.42,1
0.86,-0.02,1
-0.63,0.92,1
-0.65,-0.44,-1
-0.75,-0.13,1
-0.65,-0.73,1
-0.73,-0.56,1
0.51,-0.55,-1
0.03,-0.15,1
-0.67,-0.6,-1
-0.34,0.27,-1
0.87,0.33,1
0.04,0.91,-1
-0.71,0.3,-1
-0.86,0.07,1
-0.09,-0.97,-1
0.35,0.5,1
0.32,-0.15,-1
-0.01,0.55,-1
0.14,0.49,-1
-0.74,-0.39,1
-0.62,-0.34,1
0.5,-0.5,1
0.32,0.06,1
0.95,-0.87,-1
0.84,0.73,1
0.91,0.72,1
0.31,0.97,1
-0.93,-0.35,-1
0.1,0.57,1
0.84,-0.14,-1
-0.72,0.89,-1
-0.63,-0.04,1
0.48,-0.83,1
-0.62,0.23,1
-0.05,0.85,-1
-0.34,-0.37,1
-0.29,0.22,-1
-0.43,-0.85,-1
-0.49,-0.48,1
-0.2,-0.3,1
-0.09,-0.66,1
-0.48,-0.19,-1
-0.85,-0.29,-1
0.15,-0.2,1
-0.01,0.24,1
0.59,0.18,1
-0.59,0.25,1
0.89,0.49,1
-0.77,-0.32,-1
-0.7,0.52,-1
-0.29,0.67,-1
-0.19,-0.68,1
-0.7,-0.73,1
0.11,0.26,1
-0.17,-0.28,-1
-0.43,0.57,-1
0.12,0.22,1
-0.02,-0.62,1
-0.74,0.4,-1
0.28,0.72,1
-0.9,-0.48,-1
-0.84,0.03,-1
0.98,0.03,1
-0.79,-0.06,1
0.69,0.56,1
-0.36,0.58,1
-0.65,0.19,1
0.82,-0.63,-1
-0.56,0.16,1
-0.52,0.74,-1
0.93,-0.56,1
0.76,0.45,-1
0.99,0.61,1
-0.05,-0.76,1
0.85,-0.24,-1
0.98,0.84,-1
0.07,-0.07,1
0.69,-0.98,-1
-0.53,0.11,-1
0.78,0,1
0.72,-0.85,1
-1,-0.59,-1
-0.28,0.23,-1
-0.74,0.8,1
0.79,-0.41,1
-0.38,0.81,-1
-0.8,-0.48,-1
-0.67,0.88,-1
0.75,-0.9,1
0.4,-0.63,1
0.43,-0.12,-1
0.3,-1,1
-0.23,-0.03,1
-0.47,-0.1,1
-0.94,-0.91,1
0.01,0.72,1
0.01,0.82,1
0.01,0.19,1
-0.73,0.95,1
-0.08,-0.79,-1
0.8,-0.2,1
-0.73,0.09,-1
-0.72,0.08,1
0.59,0.59,1
0.45,-0.55,1
0.5,0.07,1
0.74,0.17,-1
0.47,0.33,-1
0.42,-0.45,1
-0.31,-0.22,1
-0.97,-0.31,1
0.62,0.65,1
0.87,0.33,1
-1,0.81,1
-0.66,-0.75,1
-0.84,0.09,1
0.71,0.02,-1
0.73,0.45,-1
0.21,0.57,-1
0.21,-0.57,-1
0,0.33,1
-0.83,-0.55,-1
0.44,-0.12,1
-0.57,-0.1,1
-0.85,0.66,-1
0.38,0.64,1
0.72,0.61,-1
0.3,-0.31,1
-0.43,-0.61,1
-0.6,-0.57,1
-0.67,0.64,1
-0.86,0.24,-1
-0.53,0.4,1
-0.04,-0.5,1
-0.62,0.09,1
-0.82,0.63,1
-0.3,0.88,-1
0.54,0.64,-1
-0.87,0.99,1
0.01,-0.05,1
-0.88,0.6,-1
-0.65,0.37,-1
0.34,0.58,-1
0,0.2,1
0.29,0.79,1
-0.87,0.01,-1
-0.44,-0.43,-1
0.7,-0.27,1
-0.42,0.45,1
0.02,0.47,-1
-0.97,-0.37,-1
0.84,-0.52,1
0.83,-0.14,1
-0.82,0.39,1
-0.14,-0.81,1
-0.95,0.87,-1
0.44,0.15,1
-0.77,0.01,1
-0.3,0.83,1
0.66,0.03,1
-0.59,0.63,-1
0.56,0.14,1
-0.49,0.46,-1
0.47,0.29,-1
-0.48,-0.87,-1
-0.72,-0.43,1
0.91,0.87,-1
0.7,0.99,-1
0.28,-0.76,1
-0.57,0.68,1
0.24,-0.25,-1
0.43,-0.51,-1
-0.14,-0.56,1
0.44,-0.61,1
-0.95,-0.25,-1
-0.97,-0.03,1
0.92,0.69,1
-0.26,0.1,-1
0.54,0.16,1
-0.81,1,1
0.98,0.48,1
-0.2,0.72,1
-0.25,-0.72,1
0.14,0.2,1
-0.53,0.89,-1
0.43,0.31,-1
-0.96,-0.39,1
0.1,-0.8,1
0.53,0.5,1
0.5,-0.04,1
-0.52,-0.6,1
1,-0.34,1
-0.83,0.41,1
-0.56,0.11,1
0.19,0.07,1
0.79,-0.48,1
-0.71,-0.39,-1
0.01,0.16,1
-0.65,-0.08,1
-0.6,-0.03,1
0.87,-0.95,1
0.63,0.08,1
-0.64,-0.45,1
0.34,-0.52,-1
-0.62,0.78,-1
-0.66,-0.68,-1
-0.48,-0.37,1
0.15,-0.53,-1
-0.06,0.44,1
-0.46,0.88,-1
0.48,-0.57,-1
-0.07,-0.86,-1
0.17,0.07,-1
0.7,0.36,1
-0.38,-0.33,1
0.64,-0.97,-1
-0.03,-0.26,1
0.29,0.59,1
-0.43,0.68,1
0.23,-0.65,1
-0.73,0.14,-1
-0.51,-0.58,1
-0.31,-0.57,1
1,0.1,1
0.6,0.93,1
-0.34,-0.79,1
0.94,-0.21,1
-0.6,1,1
-0.65,-0.89,1
-0.07,-0.79,-1
-0.02,-0.02,1
-0.35,0.31,1
0.32,-0.91,-1
0.02,0.47,-1
0.87,-0.82,1
-0.93,0.52,-1
0.76,0.45,1
-0.4,-0.61,1
-0.76,0.13,1
-0.67,0.23,-1
0.84,0.38,1
0.48,0.46,1
-0.61,0.86,1
0.86,0.63,1
-0.71,0.35,1
1,-0.52,1
-0.95,-0.36,-1
0.73,0.81,-1
-0.24,0.35,-1
-0.74,-0.1,1
0.21,0.35,-1
-0.67,0.73,-1
-0.8,-0.33,-1
-0.93,-0.86,1
0.72,-0.43,1
0.09,-0.05,1
-0.3,-0.22,1
-0.99,-0.09,-1
0.79,-0.71,1
-0.74,0.14,1
0.23,-0.55,1
-0.04,-0.46,1
0.09,-0.56,1
0.75,0.38,1
0.27,0.15,1
0.86,0,-1
-0.69,0.48,1
-0.27,0.65,1
0.51,0.73,1
-0.29,0.2,-1
0.02,0.55,1
0.15,0.99,-1
0.46,-0.56,-1
-0.33,0.54,-1
-0.62,0.42,-1
-0.39,-0.07,1
0.11,-0.26,-1
-0.39,1,1
0.42,0.16,-1
0.47,-0.2,1
-0.38,-0.03,1
0.65,0.06,1
0.9,0.67,1
0.18,-0.77,-1
-0.71,0.64,1
0.5,0.22,1
0.61,-0.7,1
-0.51,-1,-1
-0.61,0.83,1
-1,-0.09,1
0.34,-0.16,1
0.73,0.87,1
0.07,-0.35,1
-0.8,0.96,1
-0.86,-0.11,1
0.74,0.81,1
0.37,-0.79,1
0.92,-0.97,-1
0.59,0.37,1
0.94,0.59,1
-0.3,-0.11,1
-0.4,0.15,-1
-0.42,0.38,1
-0.97,-0.44,1
-0.19,0.57,-1
-0.9,-0.14,1
-0.27,0.48,1
0.03,-0.89,-1
-0.29,-0.31,1
0.88,-0.32,1
0.1,-0.94,1
-0.21,-0.98,1
-0.44,0.48,1
-0.41,-0.61,1
-0.5,-0.93,-1
0.87,-0.29,1
0.67,0.99,-1
0.08,0.03,-1
-0.01,0.42,1
0.45,0.09,-1
-0.35,0.38,-1
-0.69,0.54,1
-0.74,-0.67,-1
-0.81,-0.56,1
-0.2,0.74,1
0.61,-0.05,1
-0.45,-0.07,1
0.81,-0.51,1
-0.14,0.25,-1
0.94,-0.25,1
0.92,0.8,-1
0.68,-0.08,1
0.28,0.04,1
-0.1,-0.37,-1
-0.07,-0.88,-1
-0.15,-0.91,1
0.06,-0.22,1
-0.8,-0.46,1
0.74,0.5,1
0.01,0.62,-1
-0.21,0.55,1
0.58,-0.71,-1
0.55,-0.63,1
-0.07,-0.97,1
0.75,0.62,1
-0.52,-0.45,1
-0.63,0.43,1
-0.02,-0.04,1
-0.06,0.46,-1
0.65,-0.57,1
0.9,0.85,1
0.48,-0.71,1
0.04,-0.17,1
0.23,0.1,1
-0.38,0.73,1
0.99,-0.15,1
-0.09,0.87,1
0.14,0.03,1
0.54,-0.79,1
-0.19,-0.45,1
0.02,0.52,1
0.64,-0.91,1
0.84,-0.67,1
-0.99,-0.33,1
-0.68,-0.86,1
-0.33,0.1,1
-0.03,0.77,1
-0.25,-0.5,-1
0.23,0.84,-1
-0.62,0.83,1
0.24,-0.34,1
0.13,-0.15,-1
-0.69,0.73,-1
0.92,0.46,-1
-0.35,0.24,1
0.31,-0.55,1
-0.74,0,-1
-0.26,0.61,1
-0.02,0.19,1
-0.39,-0.24,1
-0.37,-0.53,1
-0.44,0.74,1
-0.75,0.64,-1
1,-0.96,1
-0.39,-0.8,1
0.97,-0.3,-1
-0.37,-0.18,-1
0.47,-0.29,1
-0.23,0.38,1
-0.2,0.97,1
0.21,0.29,-1
0.81,0,1
0.17,0.63,1
-0.92,0.42,1
-0.61,-0.57,-1
0.89,1,1
-0.06,0.96,1
-0.53,0.66,1
-0.71,0.14,1
-0.69,-0.95,-1
0.44,-0.09,1
0.4,0.01,1
0.38,-0.53,1
-0.08,0.99,1
0.76,0.23,1
0.93,0.1,1
0.62,-0.27,1
0.11,0.45,-1
-0.06,-0.55,1
0.61,0.15,1
-0.46,-0.37,1
0.77,0.13,1
-0.76,0.76,-1
0.62,0.34,1
-0.76,0.78,-1
0.8,0.33,-1
0.68,-0.35,1
-0.43,-0.84,1
0.82,1,1
0.08,-0.16,1
-0.72,-1,1
0.59,0.55,1
0.07,0.32,1
-0.2,0.83,1
0.33,0.19,1
-0.84,0.63,1
-1,0.89,1
0.98,0.44,1
-0.78,0.6,1
-0.33,0.52,-1
-0.05,0.09,1
0.2,0.21,-1
0.1,-0.9,-1
-0.03,0.97,1
-0.36,0.85,1
0.99,-0.4,-1
0.47,-0.43,1
-0.15,-0.08,-1
-0.21,0.4,1
0.22,0.62,-1
0.97,0.24,1
0.4,0.54,1
-0.78,-0.94,1
-0.83,0.4,-1
-0.7,-0.67,1
-0.97,-0.32,-1
0.59,0.95,-1
-0.05,-0.95,-1
-0.76,0.64,1
0.37,-0.22,1
-0.44,0.46,1
-0.11,0.21,1
-0.93,1,1
0.39,0.16,1
-0.78,0.17,-1
-0.65,0.85,1
0.37,-0.77,1
0.07,0.46,-1
0.14,0.14,-1
-0.84,0.51,-1
-0.49,-0.96,-1
-0.72,0.6,1
-0.37,0.22,-1
-0.38,0.06,1
-0.22,-0.73,1
0.38,-0.11,-1
0.44,-0.85,1
0.66,0.71,1
0.47,0.39,1
-0.77,0.38,1
-0.61,0.51,1
0.03,0.95,-1
-0.7,-0.42,-1
-0.96,0.59,1
-0.76,0.28,1
0.92,0.86,-1
0.08,0.91,1
0.19,0.75,1
0.63,0.45,1
0.14,-0.05,1
-0.37,0.63,1
-0.14,-0.73,-1
0.78,-0.86,1
-0.67,-0.73,1
0.71,-0.98,1
-0.2,0.52,1
-0.28,-0.1,1
-0.35,-0.69,-1
0.83,-0.53,1
-0.53,-0.76,1
-0.67,-0.45,1
-0.99,-0.74,1
-0.58,-0.42,-1
-0.73,0.58,-1
0.46,-0.9,-1
0.58,0.18,-1
-0.09,0.67,1
-0.3,-0.13,1
0.96,0.21,1
-0.5,-0.48,1
0.78,0.87,1
0.27,0.55,1
-0.22,-0.55,1
0.09,-0.3,1
-0.49,0.26,-1
-0.61,0.34,1
0.04,-0.22,1
0.65,0.83,1
0.17,0.53,-1
0.05,-0.16,-1
-0.14,0.43,-1
-0.77,-0.89,-1
-0.94,-0.74,1
-0.19,0.08,1
-0.64,-0.17,-1
0.19,0.24,1
0.9,-0.89,-1
0.32,-0.97,1
-0.47,0.14,-1
-0.68,-0.97,1
0.23,-0.3,1
0.4,0.06,-1
-0.45,-0.92,1
0.85,0.91,1
0.97,0.49,1
-0.3,0.65,1
0.17,-0.37,-1
0.05,0.45,1
0.97,0.45,1
-0.26,-0.29,1
-0.5,-0.58,1
0.34,-0.81,1
-0.01,-0.22,1
-0.26,-0.45,-1
0.01,-0.18,1
-0.39,-0.09,1
0.5,-0.37,-1
0.44,-0.02,1
-0.46,-0.19,1
0.24,-0.36,-1
0.08,0.88,-1
-0.75,0.04,-1
-0.87,-0.95,1
-0.25,0.59,1
0.11,0.67,-1
0.31,0.98,1
-0.78,-0.07,1
-0.91,0.4,1
0.64,0.32,-1
-0.71,-0.87,1
-0.17,0.36,1
# id:13-26-13-1 
1,0.78,1
0.37,0.35,1
-0.94,-0.26,1
-0.09,-0.67,-1
0.16,-0.78,-1
0.13,0.86,1
0.88,-0.33,1
-0.73,0.67,1
-0.9,-0.62,1
0.78,0.8,1
0.68,-0.77,1
-0.25,-0.36,-1
0.9,0.9,1
0.95,0.06,1
-0.24,0.18,1
-0.09,-0.67,-1
0.05,-0.1,1
-0.45,0.16,1
-0.6,0.74,1
0.41,-0.06,1
-0.5,0.73,1
0.21,-0.98,-1
0.46,0.69,1
0.4,-0.77,-1
0.54,-0.09,1
0.42,0.43,1
0.6,-0.21,1
-0.64,0.08,1
0.82,-0.31,1
0.46,0.75,1
-0.72,-0.55,1
-0.95,-0.42,1
-0.66,0.98,1
-0.05,-0.72,-1
-0.13,-0.19,-1
0.39,0.68,1
0.49,-0.16,1
-0.87,0.16,1
-0.28,-0.47,-1
-0.89,-0.33,1
-0.34,0.65,1
-0.71,-0.12,1
